razao_social;cnpj
L M DISTRIBUIDORA DE GAS E AGUA MINERAL LTDA;3,93264E+13
MA COMERCIO DE GAS LTDA;2,65271E+13
MANOEL DE JESUS MEDEIROS;3,60938E+13
MARCELO DA SILVA CELESTINO;3,52106E+13
MARIA DO CARMO CORREIA DOS SANTOS GAS;2,7611E+13
MARIANE COMERCIO DE GAS LTDA;2,85145E+13
MATHEUS CUNHA DE OLIVEIRA;5,71486E+13
MAX VASCONCELOS COMERCIO DE GAS LTDA;3,07467E+13
MELHOR GAS LTDA;3,05194E+13
MESQUITA COMERCIO DE ALIMENTOS, BEBIDAS E GAS LTDA;1,30016E+13
MULT GAS BUTANO LTDA - ME;1,04218E+13
MUNDIAL COMERCIAL DE GAS LTDA;3,09373E+13
NAEL COMERCIO DE GAS LTDA;3,28627E+13
NAEL COMERCIO DE GAS LTDA;3,28627E+13
NAEL COMERCIO DE GAS LTDA;3,28627E+13
NAEL COMERCIO DE GAS LTDA;3,28627E+13
NASCIMENTO GAS E AGUA LTDA;5,12152E+13
NORDESTE COMERCIO E TRANSPORTE LTDA;4,22553E+13
NORDESTE GAS LTDA;2,70231E+13
PASSINHO E CAMPELO COMERCIO DE GAS LTDA;3,37356E+13
PEPEU GAS DISTRIBUIDORA LTDA;3,85402E+13
P E S SERVICOS E VENDAS EIRELI;2,82418E+13
PONTUAL GAS EIRELI;09577365000158
P P DISTRIBUIDORA DE GAS E AGUA MINERAL LTDA;08753120000333
P P DISTRIBUIDORA DE GAS E AGUA MINERAL LTDA;08753120000171
RAPIDAO REVENDEDORA GAS LTDA;4,09444E+13
R E A REVENDEDORA DE GAS LTDA;2,84419E+13
REGIVALDO OLIVEIRA SANTOS;1,54613E+13
RENATA SUSANNA LIMA DA SILVA;2,47217E+13
RENATA SUSANNA LIMA DA SILVA;2,47217E+13
REVENDA DE GAS MELHOR PRECO LTDA;4,58922E+13
REVENDEDORA DE GAS E BEBIDAS N S SANTANA LTDA;04456761000103
RODRYGO MAURICIO SANTANA OLIVEIRA LTDA;3,60705E+13
ROMARIO GAS DISTRIBUIDORA EIRELI;3,02952E+13
SALGADO GAS LTDA;2,05312E+13
SAMUEL LIMA SANTANA - ME;02276496000156
SANTOS E SILVA GAS E AGUA LTDA;5,24721E+13
SILVIO CESAR CLIMACO DE AGUIAR;08483048000100
SM COMERCIO DE GAS LTDA;3,33095E+13
SUPRAGAS DISTRIBUIDORA LTDA;03961814000180
TIAGO DOS SANTOS;3,81427E+13
UADSON PAULO DOS SANTOS;4,45978E+13
VIGA COMERCIO DE GAS LTDA;2,88699E+13
Y O DE JESUS;3,9519E+13
ALENCAR E DAMASCENO LTDA;1,49162E+13
ANA FABIA ASSIS DAMASCENO;05863792000141
ANDRE LUIS FREIRE DIAS;6,3267E+13
ASA BRANCA COMERCIO DE GAS LTDA;2,38396E+13
ASA BRANCA COMERCIO DE GAS LTDA;2,38396E+13
BARBOSA GAS BUTANO LTDA;1,10362E+13
BARBOSA GAS BUTANO LTDA;1,10362E+13
BATISTA E BORGES LTDA;4,15838E+13
BATISTA E BORGES LTDA;4,15838E+13
BRUNO PAIXAO ANDRADE CUNHA;1,32486E+13
CAFE GAS BUTANO LTDA;06234659000199
CLOVES RIBEIRO VARJAO DA SILVA E CIA LTDA;01768320000159
COMERCIAL NORTE GAS LTDA;08974256000101
DAIANE CRISTINA DOS SANTOS;2,43047E+13
DAIANE CRISTINA DOS SANTOS;2,43047E+13
D DA S SOUZA;2,62677E+13
DIEGO DE LIMA LEAL LTDA;1,7278E+13
DISTRIBUIDORA VULMARIO BASTOS LTDA;5,42375E+13
EDILENE DE MOURA LEAL SOUSA;2,26494E+13
EDILENE DE MOURA LEAL SOUSA;2,26494E+13
EDILEUZA DA COSTA DIAS EIRELI;2,88407E+13
EDNA MARIA DE OLIVEIRA;06105342000152
ELIZA ANDRADE BRASILEIRO;09580994000137
FABIOLA DANTAS RIBEIRO;1,32717E+13
FACILITE GAS LTDA;2,71124E+13
FLM DISTRIBUIDORA DE GAS LTDA;3,71779E+13
GILBERTO FERREIRA PESSOA;5,88219E+13
GILDASIO ANDRADE CUNHA;3,25978E+13
J DE B ALVES EIRELI;4,29815E+13
J DE SOUSA ALVES;1,02047E+13
JOSE BARBOSA LEAL FILHO LTDA;00597744000640
JOSE BARBOSA LEAL FILHO LTDA;00597744000216
JOSE BARBOSA LEAL FILHO LTDA;00597744000305
JOSE BARBOSA LEAL FILHO LTDA;00597744000801
JOSE BARBOSA LEAL FILHO LTDA;00597744000720
JOSE BARBOSA LEAL FILHO LTDA;00597744000569
J R PEREIRA DE MORAIS LTDA;2,78941E+13
JUAPETROL COMERCIO DE BOTIJOES DE GAS LTDA;08984819000819
JUAPETROL COMERCIO DE BOTIJOES DE GAS LTDA;08984819001033
JUAPETROL COMERCIO DE BOTIJOES DE GAS LTDA;08984819000576
JUAPETROL COMERCIO DE BOTIJOES DE GAS LTDA;08984819000223
JUAPETROL COMERCIO DE BOTIJOES DE GAS LTDA;08984819000738
JUAPETROL COMERCIO DE BOTIJOES DE GAS LTDA;08984819000495
JUAPETROL COMERCIO DE BOTIJOES DE GAS LTDA;08984819000908
JUAPETROL COMERCIO DE BOTIJOES DE GAS LTDA;08984819000657
JUAPETROL COMERCIO DE BOTIJOES DE GAS LTDA;08984819000142
JUAPETROL COMERCIO DE BOTIJOES DE GAS LTDA;08984819000304
K OLIVEIRA DOS SANTOS;2,91754E+13
L DE CARVALHO MELO;5,19155E+13
LEO GAS BUTANO LTDA;1,29366E+13
LGB COMERCIO DE BOTIJOES DE GAS LTDA;1,15809E+13
MAGNOLIA SOARES POSSIDONIO DE ALMEIDA;00941067000120
MARIA DE LOURDES BARBOSA PEREIRA;08646545000181
OLIVER SOUSA E SILVA;01110433000162
R M DE ALMEIDA LTDA;5,32545E+13
ROCHA GAS LTDA;5,40387E+13
SANTA LUZ GAS LTDA;1,31421E+13
SERGIO JOAO DE BRITO;01082202000192
SERTAO CENTRAL GAS LTDA;09005003000354
SERTAO CENTRAL GAS LTDA;09005003000192
SOUSA E MACEDO ECONOMICO GAS LTDA;1,4694E+13
TAMIRES P COSTA LTDA;5,11412E+13
VALDOITE DIAS DOS SANTOS;4,15292E+13
VIA GONZAGAO GAS E TRANSPORTE LTDA;1,7642E+13
VIA GONZAGAO GAS E TRANSPORTE LTDA;1,7642E+13
AFUA GAS EIRELI;2,94208E+13
ALMIR DISTRIBUIDORA DE GAS LTDA;4,09348E+13
AMAPA GAS LTDA;3,41643E+13
A S DE ARRELIAS LTDA;08841089000120
A S DE OLIVEIRA LTDA;3,99063E+13
ATIVA GAS LTDA;4,16801E+13
BEM MAIS GAS LTDA;3,81627E+13
BEM MAIS GAS LTDA;3,81627E+13
CASTRO E COSTA COMERCIO DE COMBUSTIVEL LTDA;1,15084E+13
CASTRO E COSTA COMERCIO DE GLP LTDA;2,7945E+13
C L DE ALMEIDA;07932709000174
C M NUNES LTDA;3,01034E+13
COMERCIAL RIO NEGRO LTDA;3,6105E+13
C S DE VASCONCELOS;1,6559E+13
DISK GAS RAPIDO LTDA;2,77999E+13
DISTRIBUIDORA MANACAPURU LTDA;5,79152E+13
F. J. MACHADO DE OLIVEIRA;05975254000220
F N MAIA;4,87515E+13
IRMAO ANDRADE E SILVA LTDA;4,43075E+13
J A Y MOURA LTDA;04236655000700
J A Y MOURA LTDA;04236655000971
J A Y MOURA LTDA;04236655000203
J A Y MOURA LTDA;04236655001005
J A Y MOURA LTDA;04236655000114
J C DE S RODRIGUES JUNIOR;4,865E+13
J D SILVA CAMPOS;4,31898E+13
J D SILVA CAMPOS;4,31898E+13
J S COSTA JUNIOR LTDA;1,24607E+13
J S MENDES COMERCIO E SERVICOS;04849231000125
J T PEREIRA COMERCIO DE COMBUSTIVEIS;3,57739E+13
K DE O CHAGAS LTDA;4,22944E+13
K DE OLIVEIRA CHAGAS LTDA;5,65044E+13
L R PONTES LTDA;09351716000299
LUCIANA P DA COSTA;4,20635E+13
MARIA HELENA FERREIRA LIMA;7,4132E+13
MATOS E OLIVEIRA LTDA;09382121000110
M D AGUIAR E CIA LTDA;2,2015E+13
M. DA SILVA COSTA;3,42111E+13
M H F LIMA E CIA LTDA;5,76023E+13
M H F LIMA EIRELI;3,62874E+13
MICHELE G RODRIGUES;1,15548E+13
MIRIAN DA SILVA LIMA;8,44188E+13
MOURA E MARTINS LTDA;2,66681E+13
P S F DA SILVA JUNIOR;3,76486E+13
R F COMERCIO REPRESENTACOES E SERVICOS LTDA;05883774000202
R H S MOURA;07789835000111
S DE S E NUNES LTDA;1,25418E+13
SOS GAS EMPREENDIMENTOS LTDA;3,93595E+13
SPEED GAS LTDA;1,14464E+13
UNIAO GAS LTDA;4,19798E+13
UNIAO GAS STN LTDA;5,12216E+13
VERIDIANA V DO VALE;2,87063E+13
YARED E MOURA LTDA;1,44195E+13
YARED E MOURA LTDA;1,44195E+13
ZAP GAS LTDA;8,44228E+13
3S REPRESENTACOES LTDA;5,07321E+13
A ALCANTARA MACIEL LTDA;1,09209E+13
A ALCANTARA MACIEL LTDA;1,09209E+13
A B SILVA EIRELI;1,50004E+13
A C LIRA COMERCIO;05592030000158
A F MACEDO COMERCIO;4,86929E+13
AMORIM REVENDEDORA DE GAS LTDA;2,64158E+13
ANA PAULA LIMA OLIVEIRA;02734153000198
ANTONIO A G SOUZA E CIA LTDA;07639116000114
ANTONIO RIBEIRO DE SOUSA;1,99632E+13
ANTONIO TELES DE SA FILHO;2,34266E+13
A R DA S MAIA;05661026000102
A R L COMERCIO DE GAS E AGUA LTDA;2,92892E+13
ARLINDO CARLOS VERA LTDA;06701742000805
ARLINDO CARLOS VERA LTDA;06701742000201
ARLINDO CARLOS VERA LTDA;06701742001798
ARLINDO CARLOS VERA LTDA;06701742000988
ARLINDO CARLOS VERA LTDA;06701742000120
ARLINDO CARLOS VERA LTDA;06701742001011
ARRAIS COMERCIO DE GLP LTDA;3,14995E+13
A.S.BESSA - GAS;1,22888E+13
A S CAVALCANTE SUPERMERCADO;08348653000178
BARROS E MOURA LTDA;08893891000164
BARROS E MOURA LTDA;08893891000245
B D RIBEIRO;2,7811E+13
B L R DE SOUSA EIRELI;4,20972E+13
BORGES E SALMENTE LTDA;08799412000145
CARAIBAS COMERCIO E SERVICOS LTDA;1,03135E+13
C HENRIQUE OLIVEIRA DE LIMA;4,62386E+13
C N P DE SOUSA;3,82313E+13
COSTA GAS LTDA;2,61598E+13
COSTA GAS LTDA;2,61598E+13
C R D ARAUJO COMERCIO E SERVICOS LTDA;2,46306E+13
CRISLANE DOS SANTOS VIANA;5,06314E+13
D C DOS SANTOS COMERCIO DE GAS EIRELI;07603231000139
DEUSIANO B DA SILVA LTDA;1,75379E+13
D GONZAGA DE SOUSA;01396365000492
D L BONFIM COMERCIO;02107579000111
DOM ELISEU COMERCIO VAREJISTA DE GAS EIRELI;4,27226E+13
DOURADO E ZANATTA LTDA;3,33396E+13
E A DA SILVA GAS;2,75571E+13
EDERLEY HIGINO DA SILVA;2,31601E+13
EDMILSON NONATO PEREIRA;07692527000173
E OLIVEIRA DA SILVA EIRELI;3,15269E+13
E P DOS SANTOS COMERCIO DE GLP EIRELI;2,22751E+13
E P DOS SANTOS COMERCIO DE GLP EIRELI;2,22751E+13
EVANGELISTA E NUNES LTDA;2,67497E+13
F A M COMERCIO LTDA;06912655000112
F GOMES FILHO;1,01876E+13
FORTE GAS LTDA;3,6568E+13
FORTE GAS LTDA;3,6568E+13
FORTE GAS LTDA;3,6568E+13
F P DA COSTA COMERCIO;2,09227E+13
FRANCISCA PATRICIA DA CRUZ SILVA COMERCIAL;1,7449E+13
F S D SOUSA;4,66237E+13
F V M COSTA COMERCIO LTDA;2,65333E+13
GAS BALSEIRO LTDA;1,74989E+13
GAS DO BICO LTDA;4,86998E+13
GAS OLIVEIRA LTDA;1,70357E+13
GAS OLIVEIRA LTDA;1,70357E+13
GAS POPULAR EIRELI;3,34631E+13
G B DOS REIS COMERCIO;04117489000137
GERALDO ALEXANDRE DO NASCIMENTO;00310747000146
GIBAL COMERCIO DE GAS E AGUA MINERAL LTDA;2,5032E+13
G. T. MARTINS;2,78543E+13
I M DISTRIBUIDORA DE GAS LTDA;5,18723E+13
INOVEGAS LTDA;4,66256E+13
IRMAOS SOUSA LTDA;2,34274E+13
J B DA S LIMA COMERCIO;1,18217E+13
J C COMERCIO VAREJISTA LTDA;1,69607E+13
J DA C M DE SOUSA;2,02694E+13
J DA MOTA E SA;2,44724E+13
J DE DEUS BARROS JUNIOR E CIA LTDA;07060702000100
J L G DA SILVA;4,67851E+13
JM REVENDEDORA DE GAS LTDA;1,99559E+13
JOELIA BRANDAO DIOGO ARAUJO;01514943000103
J O P DA COSTA;2,74287E+13
JOSE DAMACENA RIBEIRO;1,74032E+13
JOSE VALDEMIR NONATO PEREIRA;05438514000147
J R DA SILVA COMERCIO DE GAS;1,66023E+13
J R DISTRIBUIDORA DE GAS LTDA;2,09784E+13
LUCIANA PEREIRA DE ARAUJO EIRELI;3,00182E+13
LUDGAS EIRELI;1,0558E+13
LUDGAS EIRELI;1,0558E+13
MANO GAS LTDA;2,06091E+13
MARACATTI LTDA;07184205000113
MARDEM DE J A SOARES;4,41013E+13
MARINALVA C DOS SANTOS LTDA;1,34787E+13
M DOS SANTOS COMERCIO DE GAS EIRELI;3,43215E+13
M F ARAUJO COMERCIO LTDA;1,20637E+13
M F ARAUJO COMERCIO LTDA;1,20637E+13
M F ARAUJO COMERCIO LTDA;1,20637E+13
M F ARAUJO COMERCIO LTDA;1,20637E+13
MINELVINO R LIMA;08673603000166
M. J DISTRIBUIDORA DE GAS E AGUA LTDA;2,13148E+13
M LIMA DA COSTA;2,70024E+13
MOTA E SA LTDA;4,81171E+13
M. V. P. COSTA;03988198000151
N DA S BRITO COMERCIO E TRANSPORTE DE GAS GLP;04128091000104
NEURY PRAZER EIRELI;2,7768E+13
O.L ARAUJO COMERCIO E SERVICOS LTDA;02596814000166
PAPALEGUAS COMERCIO E DISTRIBUIDORA DE GAS LTDA;1,03122E+13
PROPEGAS COMERCIO DE GAS LTDA - EPP;03710654000105
RAILSE A DA SILVA EIRELI;3,21363E+13
R DE C P ALENCAR;4,94991E+13
R DOS SANTOS VIEIRA;08797364000156
REY LAR COMERCIO E DISTRIBUICAO DE GAS LP LTDA;4,80248E+13
R FIRMINO DA SILVA;2,60151E+13
RICARDO MARQUES DA SILVA;00093565000241
RICARDO MARQUES DA SILVA;00093565000160
RODRIGUES E CARVALHO LTDA;3,75774E+13
ROLIM E MARINHO LTDA;3,55948E+13
RONALDO CESAR MADALENA;2,24168E+13
RONILSON AZEVEDO SOUZA;2,99609E+13
R PIRES NOLETO EMPREENDIMENTOS;08399520000120
S ARAUJO PAULO COMERCIO;2,25527E+13
S C LOPES;01204931000174
SENNA GAS COMERCIO DE GAS LTDA;05067346000120
SOUSA COMERCIO DE GAS LTDA;3,6607E+13
SUPER POSTO PIQUI LTDA;1,24203E+13
T ALVES BRITO LUSTOSA;2,99365E+13
TOCANTINS GAS LTDA;3,14226E+13
VALDULEIDE MENDES COELHO;05499754000151
VILA GAS LTDA;5,28883E+13
W B DE LIMA COMERCIO;1,85711E+13
AGUINALDO F TINOCO;1,23544E+13
ALBINET ALMEIDA DA SILVA LTDA;4,11067E+13
ANA LUCIA FERNANDES DE OLIVEIRA;3,66053E+13
ANA MARIA ANDRADE MEDEIROS;1,12157E+13
ANTONIO CARLOS QUEIROZ DE LIMA;3,69548E+13
ANTONIO WILSON DE CARVALHO;09397431000299
C A DA SILVA GAS;1,82867E+13
CARLOS ANTONIO JUNIOR REVENDA DE GAS EIRELI;2,52781E+13
CATOLE DO ROCHA GAS LTDA;2,4214E+13
CATOLE DO ROCHA GAS LTDA;2,4214E+13
CAVALCANTI E ROCHA LTDA;04652899000188
C DE P CARDOSO;07192815000169
CHAMA GAS LTDA;4,97938E+13
COMERCIAL DE GAS SILVA E SILVA LTDA;09226892000118
COMERCIO DE DERIVADOS DE PETROLEO UIRAUNA LTDA;09222183000164
DAMIANA MARIA DE JESUS DANTAS VAREJISTA;1,09735E+13
DEPOSITO DE GAS SAO TOME LTDA;03954830000499
DEPOSITO DE GAS SAO TOME LTDA;03954830002432
DEPOSITO DE GAS SAO TOME LTDA;03954830000146
DEPOSITO DE GAS SAO TOME LTDA;03954830000308
DEPOSITO DE GAS SAO TOME LTDA;03954830001894
DEPOSITO DE GAS SAO TOME LTDA;03954830000570
DEPOSITO DE GAS SAO TOME LTDA;03954830002513
DEPOSITO DE GAS SAO TOME LTDA;03954830001541
DEPOSITO DE GAS SAO TOME LTDA;03954830000731
DEUSIGLEBY SOARES MACENA;02811469000217
DEUSIGLEBY SOARES MACENA;02811469000136
D F M DE SOUZA;2,63807E+13
D F P ALVES;1,53493E+13
DISTRIBUIDORA DE GAS ALTO GIRO LTDA;2,50218E+13
DISTRIBUIDORA DE GAS ALTO GIRO LTDA;2,50218E+13
DISTRIBUIDORA DE GAS ALTO GIRO LTDA;2,50218E+13
DISTRIBUIDORA DE GAS ALTO GIRO LTDA;2,50218E+13
F A CORREIA DOS SANTOS;00541659000155
F M GAS LTDA;2,0336E+13
FOGUETINHO GAS LTDA;4,82825E+13
FRANCISCO CLESSIO TORRES DA COSTA LTDA;5,31586E+13
FREITAS GAS LTDA;3,78653E+13
GERALDO ALVES DE FARIAS GAS;02607227000125
IVO NILSON LOPES DE MEDEIROS LTDA;08700130000300
IVO NILSON LOPES DE MEDEIROS LTDA;08700130000149
JAILTON DE LIMA VITURINO;5,15618E+13
J LACERDA DE FREITAS;09010508000226
J LACERDA DE FREITAS;09010508000307
J LACERDA DE FREITAS;09010508000145
JOAO BATISTA FERREIRA LTDA;08110348000224
JOAO MARIA BARBOSA;1,07918E+13
JOSE JAILSON DE MEDEIROS;1,08649E+13
JOSE JAILSON DE MEDEIROS;1,08649E+13
KELLY MARIA REGINA SOARES MACENA;07592266000110
L E M COMERCIO DE GAS LTDA;1,47175E+13
LIGEIRINHO GAS LTDA;2,6326E+13
LIGUE GAS LTDA;2,91717E+13
L LACERDA DE FREITAS;2,3095E+13
MARIA DAS DORES DE ARAUJO MEDEIROS;1,35462E+13
MARIA KELIANI DANTAS DE MEDEIROS SOBRINHO;08078469000902
MARIA KELIANI DANTAS DE MEDEIROS SOBRINHO;08078469000317
MARIA KELIANI DANTAS DE MEDEIROS SOBRINHO;08078469000406
MARIA KELIANI DANTAS DE MEDEIROS SOBRINHO;08078469000155
MARIA KELIANI DANTAS DE MEDEIROS SOBRINHO;08078469000821
M K GAS LTDA;3,32133E+13
NATAL COMERCIO DE GLP LTDA;03754193000164
NERINEUMA VIEIRA DE SOUSA GUEDES;00142702000290
NERY E CIA LTDA;08385213000190
NERY E CIA LTDA;08385213000867
NOBREGA E FARIAS COMERCIO DE GAS LTDA;2,09388E+13
N T F SILVA LTDA;5,42854E+13
PA E R NOVO HORIZONTE GAS E AGUA LIMITADA;5,4199E+13
PEDRO VIEIRA DE MEDEIROS;02282944000124
POSTO SANTA IZABEL LTDA;02374149000166
POSTO SEGUNDO MELO LTDA;09117268000263
REVENDEDORA DE GAS SOUSA LTDA;01474483000129
R L DE A N DE SOUZA;2,27722E+13
RUANN RYTTY DE SANTANA;4,8421E+13
SANTANA COMERCIO DE GAS LTDA;1,83596E+13
SANTANA COMERCIO DE GAS LTDA;1,83596E+13
SAO GONCALO COMERCIO E DISTRIBUICAO DE GAS LTDA;5,93443E+13
SEBASTIAO GONCALVES DINIZ FILHO;03519868000190
SERTAO OESTE GAS LTDA;4,47275E+13
SERTAOVALEGAS LTDA;5,35503E+13
S P DUARTE DE LIMA LTDA;1,22078E+13
S P DUARTE DE LIMA LTDA;1,22078E+13
VAVAGAS LTDA;2,45846E+13
WB GAS LTDA;3,80895E+13
W M DANTAS BARBOSA;2,53483E+13
ZONA NORTE GAS LTDA;1,10141E+13
ZONA NORTE GAS LTDA;1,10141E+13
ZONA NORTE GAS LTDA;1,10141E+13
ZONA NORTE GAS LTDA;1,10141E+13
A A A OXIGASCHAMA LTDA;1,127E+13
ABC DISTRIBUIDORA DE GAS LTDA;3,80975E+13
ADAMEX FERREIRA DA FONSECA;07050105000102
ADAMEX FERREIRA DA FONSECA;07050105000285
AGIL GAS LTDA;4,87785E+13
AGILIPIGAS LTDA;03354231000191
AGRO VETERINARIA RAVENA LTDA;2,37473E+13
AILTON ALVES DE FIGUEIREDO 05829743647;2,62515E+13
ALAN SOARES DE PAULA 11737292670;2,28284E+13
ALESSANDRA PINTO DA TRINDADE GAS 04611995640;3,18595E+13
ALEXANDRE HENRIQUE MAYRINK PAVAO 08327234609;2,87364E+13
ALEX GOMES GONCALVES;1,78475E+13
ALEX GOMES GONCALVES;1,78475E+13
ALEX GOMES GONCALVES;1,78475E+13
ALICIENE DE PAULA NARDONI CPF 03931673642;1,30414E+13
ALL GAS LTDA;02063442000102
ALMEIDA E LISBOA DISTRIBUIDORA DE GAS;3,9456E+13
ALMEIDA GAS E AGUA LTDA;5,51161E+13
ALVARENGA E COSTA COMERCIO DE GAS LTDA;1,08468E+13
ANA CAROLINA SILVEIRA;06946174000128
ANA LUCIA RODRIGUES BARBOSA;3,42141E+13
ANA MARIA DE OLIVEIRA CARDOSO NEVES;02201856000584
ANA PAULA OLIVEIRA DE BRITTO;04569160000107
ANARI COMERCIO DE GAS E BEBIDAS LTDA;4,09375E+13
ANDRADE DISTRIBUIDORA DE GAS E BEBIDAS LTDA;3,09715E+13
ANDRE COMERCIO DE GAS E AGUA LTDA;1,96294E+13
ANDRE LUIZ OLIVEIRA MAGALHAES LTDA;5,39111E+13
ANTONIO APARECIDO OLIVEIRA CPF 620 807 096 15;02605861000129
ANTONIO LEANDRO NETO CPF 37513249687;7,10944E+13
ARACELLI RODRIGUES DE SA TELES;05478067000150
ARAGAS COMERCIO DE GAS E AGUA MINERAL LTDA;1,32355E+13
ARCOGAS COMERCIO DE GAS LTDA;4,29099E+13
ARLETE SOUZA MARQUES;03289369000154
A R R MIRANDA;2,81596E+13
AVIP GAS CONCORDIA LTDA;3,97969E+13
AVIP GAS LTDA;04661459000197
AVIP GAS TUPI LTDA;09381204000194
BARBOSA GAS COMERCIO E DISTRIBUICAO LTDA;5,66885E+13
BARTHOLOMEU COMERCIO DE GAS LTDA;08100264000200
BARTHOLOMEU COMERCIO DE GAS LTDA;08100264000129
BARTHOLOMEU COMERCIO DE GAS LTDA;08100264000390
BELA FAMA GAS LTDA;04436973000129
BETIM GAS CENTRAL LTDA;4,86186E+13
BIBICA COMERCIO E DISTRIBUICAO LTDA;1,10124E+13
BL COMERCIO VAREJISTA DE GAS LTDA;2,16489E+13
BOM RETIRO COMERCIO DE GAS E BEBIDAS LTDA;5,87658E+13
BRAGAS COMERCIO DE GAS LTDA;5,28009E+13
BRANQUINHO COMERCIO VAREJISTA DE GAS AGUA E FERRAGENS LTDA;07705847000110
BRASGAS ENERGIA LTDA;09294382000188
BRUNO PEREIRA SANTOS 09084953665;1,16852E+13
BYE GAS LTDA;3,40564E+13
CAIQUE ADRIANO RIOS DE ANDRADE 12691365697;2,74258E+13
CAMARGOS GAS E AGUA LTDA;6,10726E+13
CARICATI GAS LTDA;09522501000102
CARLINHOS GAS LTDA;01214309000147
CARVIGAS LTDA - EPP;7,13435E+13
CASA AUREA LTDA;2,00671E+13
CASA GUARARAPES COM EIRELI;2,06117E+13
CEBOLINHA GAS LTDA;08863887000153
CENTRAL GAS E AGUA LTDA;05660122000128
CENTROGAS GASES E SERVICOS LTDA;05310798000191
CHAMA GLP LTDA;05913610000108
CHAMEGAS COMERCIO VAREJISTA LTDA;4,41599E+13
CHAME GAS LTDA;2,20727E+13
CHARLIN GAS COMERCIO LTDA;3,4001E+13
CHICAO GAS DISTRIBUIDORA LTDA;4,10138E+13
CINTIA ALVES PEREIRA COMERCIO DE AGUA E GAS LTDA;06949618000189
CLEUZA DE FATIMA PEREIRA CPF 009 206 866 99;06966460000155
COMERCIAL CASSIA E FREITAS GAS LTDA;03328670000120
COMERCIAL CASTELO GAS LTDA;2,64167E+13
COMERCIAL CORDIS LTDA;1,96222E+13
COMERCIAL DE GAS ANACLETO LTDA;5,04236E+13
COMERCIAL DE GAS COLORADO LTDA;1,34168E+13
COMERCIAL FIDELIS LTDA;02445951000108
COMERCIAL GAS E AGUA LTDA;1,11822E+13
COMERCIAL GAS MOC LTDA;2,82543E+13
COMERCIAL GOMES ANTUNES LTDA;03857699000107
COMERCIAL IZABELLA GAS LTDA;2,96269E+13
COMERCIAL MOEDENSE LTDA;1,87503E+13
COMERCIAL SUPER RAPIDO DE GAS E MERCEARIA LTDA;07807867000100
COMERCIAL VISTA DA SERRA LTDA;05895287000189
COMERCIO DE GAS CAMPOS ALTOS LTDA;02948729000110
COMERCIO DE GAS FERREIRA LTDA;2,32448E+13
COMERCIO DE GAS JOSE CLETO LTDA;06012978000150
COMERCIO DE GAS MAX LTDA;3,60001E+13
COMERCIO DE GAS SANTANA DO RIACHO LTDA;1,23723E+13
COMERCIO DE GAS VIP LTDA;3,2506E+13
COMERCIO E DISTRIBUIDORA ALVES LTDA;3,67265E+13
C P F FAVARATO;1,07591E+13
CRISTIMAR FEITOSA SOUSA 10886418658;2,80255E+13
CW GAS LTDA;3,16275E+13
DANIEL ANTONIO MARCAL;1,85259E+13
DANIEL GAS LTDA;3,17083E+13
D AVILA E BARTHOLOMEU LTDA;00419760000219
DAYANE DE JESUS MARIM 12537288602;2,78592E+13
DAYANE ROSE DO CARMO DIAS COMERCIAL;5,11988E+13
DEBORA INES PACHECO CORREA;3,36502E+13
DEMA GAS LTDA;4,99962E+13
DEMETRIUS GAS LTDA;04834283000128
DEPOSITO BALNEARIO LTDA;4,29967E+13
DEPOSITO COMERCIAL GAS E AGUA FLORAMAR LTDA;4,65107E+13
DEPOSITO DE GAS BEIRA RIO LTDA;03419671000180
DEPOSITO DE GAS BOM DESTINO LTDA;1,1757E+13
DEPOSITO DE GAS CACHOEIRINHA LTDA;4,99725E+13
DEPOSITO DE GAS HL LTDA;1,30307E+13
DEPOSITO DE GAS NASCIMENTO LTDA;07624925000152
DEPOSITO DE GAS NELSON E LIDIA LTDA;1,03315E+13
DEPOSITO DE GAS PALMITAL LTDA;7,13396E+13
DEPOSITO DE GAS SAO JUDAS LTDA;1,20064E+13
DEPOSITO PEREIRA SANTO HIPOLITO LTDA;2,75269E+13
DESIREE SILVA LANA CORDEIRO MACHADO NOGUEIRA;05332511000124
DF COMERCIO DE GAS LTDA;04538114000140
DIAS DINIZ E RODRIGUES LTDA;2,48993E+13
DIOGO BATISTA CHAVES CPF 070068016 05;1,14281E+13
DIOGO BATISTA CHAVES CPF 070068016 05;1,14281E+13
DIRCEU RAMOS DE OLIVEIRA;07384295000196
DISK GAS PELE1 LTDA;4,64302E+13
DISTRIBUIDORA ANTORIC LTDA;01687199000130
DISTRIBUIDORA ATACAREJO POPULAR LTDA;3,68028E+13
DISTRIBUIDORA BETAO AGUA E GAS LTDA;04939154000102
DISTRIBUIDORA BURRO GAS SOCIEDADE UNIPESSOAL LTDA;4,3805E+13
DISTRIBUIDORA DE BEBIDAS VIVA LTDA;02767676000130
DISTRIBUIDORA DE GAS ANDRADE E ANDRADE LTDA;07064217000104
DISTRIBUIDORA DE GAS BEBIDAS E AGUA MINERAL OLIVEIRA LTDA;4,35124E+13
DISTRIBUIDORA DE GAS BEIRA CRG LTDA;2,28998E+13
DISTRIBUIDORA DE GAS CAP MINAS EIRELI;04567741000100
DISTRIBUIDORA DE GAS DONA DE CASA LTDA;1,56184E+13
DISTRIBUIDORA DE GAS E AGUA PEREIRA S LTDA;2,74549E+13
